molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,target_chembl_id,target_organism
CHEMBL250295,C[C@@]1(N)Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(N(c3ccccc3)S(C)(=O)=O)c2)COC1=O,IC50,1.0,nM,CHEMBL4822,Homo sapiens
CHEMBL248884,C[C@]1(N)COCc2cc(cc(N(c3ccccc3)S(C)(=O)=O)c2)C(=O)N[C@@H](c2ccccc2)CCc2cccc(c2)C1,IC50,12.0,nM,CHEMBL4822,Homo sapiens
CHEMBL250120,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,IC50,49.0,nM,CHEMBL4822,Homo sapiens
CHEMBL400530,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401141,CCCC(CCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,IC50,314.0,nM,CHEMBL4822,Homo sapiens
CHEMBL443239,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,500.0,nM,CHEMBL4822,Homo sapiens
CHEMBL253800,CCCC(CCC)S(=O)(=O)CC(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,IC50,112.0,nM,CHEMBL4822,Homo sapiens
CHEMBL253165,CCCCN(CCCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,IC50,484.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252962,CCCN(CCC)S(=O)(=O)CCCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,IC50,7950.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252961,CCCN(CCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,IC50,1090.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401338,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)NCCC(C)C)c1,IC50,5015.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252960,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)N2CCCCC2)c1,IC50,3785.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252756,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCS(=O)(=O)N2CCCCC2)c1,IC50,6461.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252755,CCCC(C)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,IC50,5614.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252754,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCS(=O)(=O)CCC(C)C)c1,IC50,20000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252549,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(C)(=O)=O)c1,IC50,20000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL398925,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)C2CCCCC2)c1,IC50,3670.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252548,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCS(=O)(=O)C2CCCCC2)c1,IC50,20000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL437961,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)c2ccccc2)c1,IC50,5214.0,nM,CHEMBL4822,Homo sapiens
CHEMBL252547,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCS(=O)(=O)c2ccccc2)c1,IC50,4131.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399749,COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCCCS(=O)(=O)c2ccccc2)c1,IC50,20000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL254626,Cc1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(I)c2)c1,IC50,4100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL254625,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(I)c2)c1,IC50,310.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401320,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401319,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(C)Cc2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL251970,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@H](C)c2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,348.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401318,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)c2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,115.0,nM,CHEMBL4822,Homo sapiens
CHEMBL400916,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNc2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,110.0,nM,CHEMBL4822,Homo sapiens
CHEMBL254634,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2ccccc2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,115.0,nM,CHEMBL4822,Homo sapiens
CHEMBL254633,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,1400.0,nM,CHEMBL4822,Homo sapiens
CHEMBL267053,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,418.0,nM,CHEMBL4822,Homo sapiens
CHEMBL399748,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,317.0,nM,CHEMBL4822,Homo sapiens
CHEMBL253557,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)C)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,674.0,nM,CHEMBL4822,Homo sapiens
CHEMBL253799,C=CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(-c2ccccc2C(C)=O)c1,IC50,223.0,nM,CHEMBL4822,Homo sapiens
